"DATE OF CONTACT","TIME OF CONTACT","INCIDENT NUMBER","STEP INDICATOR","GEO CODE","ANONYMOUS HOUSE NUMBER","ADDRESS STREET","CROSS STREET","MOTIVATION FOR STOP DESC","RACE DESCRIPTION","SEX DESCRIPTION","AGE AT CONTACT","RESIDENCY CODE","REASON FOR STOP","TYPE OF VIOLATION","CRIME CATEGORY","CRIME CATEGORY DESCRIPTION","CRIME CODE","CRIME DESCRIPTION","CRIME STATUS DESCRIPTION","VEHICLE YEAR","VEHICLE CONSENT SEARCH REQUESTED","VEHICLE CONSENT SEARCH GRANTED","PARAPHRENALIA FOUND VEHICLE CONSENT SEARCH","ALCOHOL FOUND VEHICLE CONSENT SEARCH","WEAPON FOUND VEHICLE CONSENT SEARCH","STOLEN PROPERTY FOUND VEHICLE CONSENT SEARCH","OTHER CONTRABAND FOUND VEHICLE CONSENT SEARCH","DRUG AMOUNT FOUND VEHICLE CONSENT SEARCH","CANINE SNIFF PERFORMED","CANINE ALERTED","CANINE SEARCH CONDUCTED","PARAPHRENALIA FOUND CANINE SEARCH","ALCOHOL FOUND CANINE SEARCH","WEAPON FOUND CANINE SEARCH","STOLEN PROPERTY FOUND CANINE SEARCH","OTHER CONTRABAND FOUND CANINE SEARCH","DRUG AMOUNT FOUND CANINE SEARCH","ANY CONTRABAND FOUND IN VEHICLE CONSENT OR CANINE SEARCH","CONSENT OR DOG SNIFF SEARCH CONDUCTED","MAPPING ADDRESS"
"2017 Mar 17 12:00:00 AM","13:01","UT1701181S","STEP","605-09","0","RACE","HOLMES","TRAFFIC ISSUE","ASIAN","FEMALE","35","N","MOVING VIOLATION","SPEED","C28","Traffic Offenses","2470","NO VALID DL DRIVERS LICENSE","CLEARED BY ADULT ARREST","2015","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 RACE"
"2017 Mar 17 12:00:00 AM","13:01","UT1701181S","STEP","605-09","0","RACE","HOLMES","TRAFFIC ISSUE","ASIAN","FEMALE","35","N","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2015","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 RACE"
"2017 Mar 17 12:00:00 AM","13:19","UT1701184S","STEP","575-13","1200","FLORIDA E BLK",,"TRAFFIC ISSUE","WHITE","MALE","18","N","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2009","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1200 FLORIDA E BLK"
"2017 Mar 17 12:00:00 AM","13:27","UT1701174S","STEP","576-16","0","FLORIDA","COTTAGE GROVE","TRAFFIC ISSUE","BLACK","FEMALE","60","N","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2001","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2017 Mar 17 12:00:00 AM","13:38","UT1701183S","STEP","575-13","1200","FLORIDA W BLK",,"TRAFFIC ISSUE","WHITE","FEMALE","21","N","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2012","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1200 FLORIDA W BLK"
"2017 Mar 17 12:00:00 AM","22:13","UW1700338","NOT STEP","546-11","0","MCCULLOUGH","UNIVERSITY","COMMUNITY CARETAKING","WHITE","FEMALE","67","N","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6630","DRIVING WITHOUT LIGHTS","TRAFFIC WARNING TICKET","2014","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 MCCULLOUGH"
"2017 Mar 17 12:00:00 AM","22:31","UW1700340","NOT STEP","546-06","0","LINCOLN","CHURCH","COMMUNITY CARETAKING","WHITE","FEMALE","34","N","MOVING VIOLATION","LANE VIOLATION","C28","Traffic Offenses","6614","FAILURE TO SIGNAL","TRAFFIC WARNING TICKET","2014","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LINCOLN"
"2017 Mar 17 12:00:00 AM","22:46","UW1700337","NOT STEP","546-04","0","COLER","BRADLEY","COMMUNITY CARETAKING","WHITE","FEMALE","35","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6633","IMPROPER LIGHTING/ONE HEADLIGHT","TRAFFIC WARNING TICKET","2003","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 COLER"
"2018 Mar 17 12:00:00 AM","12:16","UW1800237","NOT STEP","578-02","100","HIGH CROSS S",,"COMMUNITY CARETAKING","WHITE","FEMALE","32","Y","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","TRAFFIC WARNING TICKET","2017","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","100 HIGH CROSS S"
"2018 Mar 17 12:00:00 AM","20:12","UW1800235","NOT STEP","546-01","0","CHURCH","BUSEY","COMMUNITY CARETAKING","BLACK","FEMALE","23","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6631","NO TAILLIGHTS","TRAFFIC WARNING TICKET","1992","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 CHURCH"
"2019 Mar 17 12:00:00 AM","00:05","UW1900406","NOT STEP","576-13","0","VINE","MUMFORD","TRAFFIC ISSUE","WHITE","MALE",,"Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","TRAFFIC WARNING TICKET","1998","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 VINE"
"2019 Mar 17 12:00:00 AM","00:31","UW1900408","NOT STEP","576-03","0","MAIN","COTTAGE GROVE","TRAFFIC ISSUE","BLACK","FEMALE",,"Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6614","FAILURE TO SIGNAL","TRAFFIC WARNING TICKET","2003","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 MAIN"
"2019 Mar 17 12:00:00 AM","00:51","UW1900409","NOT STEP","547-02","0","CUNNINGHAM","KERR","COMMUNITY CARETAKING","BLACK","MALE",,"N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","6673","EXPIRED REGISTRATION","TRAFFIC WARNING TICKET","2016","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 CUNNINGHAM"
"2019 Mar 17 12:00:00 AM","02:52","UT1901324","NOT STEP","549-02","0","UNIVERSITY","GUARDIAN","TARGETTED PATROL","BLACK","FEMALE","32","Y","MOVING VIOLATION","SEAT BELT","C28","Traffic Offenses","6623","CHILD RESTRAINT VIOLATIONS","CLEARED BY ADULT ARREST","2011","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 UNIVERSITY"
"2019 Mar 17 12:00:00 AM","02:53","UT1901323","NOT STEP","549-02","0","UNIVERSITY","HIGHCROSS","TARGETTED PATROL","WHITE","MALE","69","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","2016","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 UNIVERSITY"
"2019 Mar 17 12:00:00 AM","10:27","UW1900411","NOT STEP","547-11","200","VINE ST N",,"TRAFFIC ISSUE","WHITE","MALE",,"N","MOVING VIOLATION","LANE VIOLATION","C28","Traffic Offenses","6618","FAILURE TO YIELD PRIVATE ROAD","TRAFFIC WARNING TICKET","2018","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","200 VINE ST N"
"2019 Mar 17 12:00:00 AM","14:38","UW1900412","NOT STEP","547-11","0","WATER","VINE","TRAFFIC ISSUE","ASIAN","MALE",,"Y","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","6673","EXPIRED REGISTRATION","TRAFFIC WARNING TICKET","2015","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 WATER"
"2019 Mar 17 12:00:00 AM","16:05","UT1901329","NOT STEP","546-09","900","LINCOLN N BLK",,"TRAFFIC ISSUE","BLACK","FEMALE",,"Y","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","TRAFFIC WARNING TICKET","2007","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","900 LINCOLN N BLK"
"2019 Mar 17 12:00:00 AM","16:05","UT1901329","NOT STEP","546-09","900","LINCOLN N BLK",,"TRAFFIC ISSUE","BLACK","FEMALE",,"Y","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2007","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","900 LINCOLN N BLK"
"2019 Mar 17 12:00:00 AM","20:39","UW1900414","NOT STEP","547-09","0","UNIVERSITY","HICKORY","COMMUNITY CARETAKING","WHITE","FEMALE",,"N","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6633","IMPROPER LIGHTING/ONE HEADLIGHT","TRAFFIC WARNING TICKET","2004","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 UNIVERSITY"
"2019 Mar 17 12:00:00 AM","22:53","UT1901330","NOT STEP","576-06","0","VINE","WASHINGTON","TRAFFIC ISSUE","WHITE","FEMALE",,"N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","6673","EXPIRED REGISTRATION","TRAFFIC WARNING TICKET","1995","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 VINE"
"2019 Mar 17 12:00:00 AM","22:53","UT1901330","NOT STEP","576-06","0","VINE","WASHINGTON","TRAFFIC ISSUE","WHITE","FEMALE",,"N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","2485","SEAT BELT-DRIVER & PASSENGER","CLEARED BY ADULT ARREST","1995","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 VINE"
"2020 Mar 17 12:00:00 AM","21:10","UW2000364","NOT STEP","519-08","1","PERKIN","CUNNINGHAM","TRAFFIC ISSUE","WHITE","MALE",,"N","MOVING VIOLATION","LANE VIOLATION","C28","Traffic Offenses","6608","IMPROPER LANE USAGE","TRAFFIC WARNING TICKET","1995","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 PERKIN"
"2020 Mar 17 12:00:00 AM","21:37","UW2000362","NOT STEP","605-08","1","PHILO","SILVER","COMMUNITY CARETAKING","WHITE","MALE",,"N","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6690","NO REAR REGISTRATION LIGHT","TRAFFIC WARNING TICKET","2005","true","true","NO","NO","NO","NO","YES","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 PHILO"
"2020 Mar 17 12:00:00 AM","22:11","UW2000363","NOT STEP","519-08","1","CUNNINGHAM","PERKINS","COMMUNITY CARETAKING","BLACK","MALE",,"Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","TRAFFIC WARNING TICKET","2009","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 CUNNINGHAM"
"2020 Mar 17 12:00:00 AM","22:33","UW2000361","NOT STEP","575-14","1","FLORIDA","ORCHARD","TRAFFIC ISSUE","BLACK","MALE",,,"MOVING VIOLATION","LANE VIOLATION","C28","Traffic Offenses","6608","IMPROPER LANE USAGE","TRAFFIC WARNING TICKET","2009","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 FLORIDA"
"2022 Mar 17 12:00:00 AM","4:11","UW2200053","NOT STEP","62 -","1","CUNNINGHAM","UNIVERSITY","TRAFFIC ISSUE","BLACK","MALE","37","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6630","DRIVING WITHOUT LIGHTS","TRAFFIC WARNING TICKET","2008","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 CUNNINGHAM"
"2013 Mar 18 12:00:00 AM","11:27","UW1300266","NOT STEP","577-01","0","WASHINGTON","KINCH",,"HISPANIC","FEMALE","33","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","TRAFFIC WARNING TICKET","2002","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 WASHINGTON"
"2013 Mar 18 12:00:00 AM","16:26","UT1301081","NOT STEP","577-01","0","WASHINGTON","LIERMAN",,"WHITE","FEMALE","64","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","TRAFFIC WARNING TICKET","1993","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 WASHINGTON"
"2013 Mar 18 12:00:00 AM","16:26","UT1301081","NOT STEP","577-01","0","WASHINGTON","LIERMAN",,"WHITE","FEMALE","64","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","1993","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 WASHINGTON"
"2013 Mar 18 12:00:00 AM","20:46","UW1300267","NOT STEP","546-07","0","LINCOLN","WASCHER",,"ASIAN","MALE","28","Y","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","TRAFFIC WARNING TICKET","2012","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LINCOLN"
"2013 Mar 18 12:00:00 AM","20:57","UW1300269","NOT STEP","576-05","0","MAIN","VINE",,"WHITE","FEMALE","19","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6633","IMPROPER LIGHTING/ONE HEADLIGHT","TRAFFIC WARNING TICKET","1996","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 MAIN"
"2013 Mar 18 12:00:00 AM","21:44","UW1300356","NOT STEP","546-10","0","LINCOLN","FAIRVIEW",,"WHITE","MALE","24","N","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","TRAFFIC WARNING TICKET","1999","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LINCOLN"
"2013 Mar 18 12:00:00 AM","21:45","UW1300268","NOT STEP","547-08","0","CUNNINGHAM","UNIVERSITY",,"WHITE","FEMALE","23","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6630","DRIVING WITHOUT LIGHTS","TRAFFIC WARNING TICKET","2005","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 CUNNINGHAM"
"2013 Mar 18 12:00:00 AM","23:51","UT1301082","NOT STEP","548-10","0","MAIN","SMITH",,"BLACK","MALE","36","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","2002","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 MAIN"
"2013 Mar 18 12:00:00 AM","23:51","UT1301082","NOT STEP","548-10","0","MAIN","SMITH",,"BLACK","MALE","36","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6614","FAILURE TO SIGNAL","CLEARED BY ADULT ARREST","2002","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 MAIN"
"2014 Mar 18 12:00:00 AM","12:51","UW1400416","NOT STEP","577-05","1000","COTTAGE GROVE S",,,"BLACK","MALE","26","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6614","FAILURE TO SIGNAL","TRAFFIC WARNING TICKET","1992","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1000 COTTAGE GROVE S"
"2014 Mar 18 12:00:00 AM","15:00","UW1400417","NOT STEP","575-06","0","LINCOLN","NEVADA",,"WHITE","MALE","68","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6630","DRIVING WITHOUT LIGHTS","TRAFFIC WARNING TICKET","2010","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LINCOLN"
"2014 Mar 18 12:00:00 AM","17:16","UU1401466","NOT STEP","577-05","0","WASHINGTON","LIERMAN",,"BLACK","MALE","62","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","2482","DRIVING UNDER REVOKED LICENSE","CLEARED BY ADULT ARREST","1995","false","false","NO","NO","NO","NO","NO","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 WASHINGTON"
"2014 Mar 18 12:00:00 AM","17:16","UU1401466","NOT STEP","577-05","0","WASHINGTON","LIERMAN",,"BLACK","MALE","62","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","1995","false","false","NO","NO","NO","NO","NO","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 WASHINGTON"
"2014 Mar 18 12:00:00 AM","17:16","UU1401466","NOT STEP","577-05","0","WASHINGTON","LIERMAN",,"BLACK","MALE","62","Y","MOVING VIOLATION","OTHER","C86","Warrants & Summons","5081","WARRANT-IN STATE","CLEARED BY ADULT ARREST","1995","false","false","NO","NO","NO","NO","NO","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 WASHINGTON"
"2014 Mar 18 12:00:00 AM","17:16","UU1401466","NOT STEP","577-05","0","WASHINGTON","LIERMAN",,"BLACK","MALE","62","Y","MOVING VIOLATION","OTHER","C41","Assist Other Agency/Business","9081","ASSIST TOW TRUCK","ADMINISTRATIVELY CLOSED","1995","false","false","NO","NO","NO","NO","NO","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 WASHINGTON"
"2014 Mar 18 12:00:00 AM","17:24","UT1401162","NOT STEP","546-09","0","LINCOLN","SPRINGFIELD",,"WHITE","MALE","20","N","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2000","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LINCOLN"
